externalKey,tier_short,tier_label,tier_order,segment,role_fit,organization,region,state,state_name,city,county,city_county,locale_code,locale_display,saipe_numeric,saipe_display,basis,phone,website,outreach_program,outreach_link,students,school_count,source,detail
CAND|Saint Johns University|MN,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Saint Johns University,Northeast,MN,,Collegeville,Stearns County,Collegeville / Stearns County,41,41,11.7,11.7%,Locale 41,(320) 363-2011,https://csbsju.edu/,,,,,Higher Ed seed file,"{'Institution': 'Saint Johns University', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'MN', 'City': 'Collegeville', 'County': 'Stearns County', 'ZIP': '56321', 'Locale': '41', 'Poverty Percent': '11.7', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Brian J. Bruess, Ph.D.', 'Leader Title': 'President', 'Phone': '(320) 363-2011', 'Website': 'https://csbsju.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Saint Joseph Seminary College|LA,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Saint Joseph Seminary College,Southeast,LA,,St. Benedict,St. Tammany Parish,St. Benedict / St. Tammany Parish,41,41,10.2,10.2%,Locale 41,(985) 867-2232,https://www.sjasc.edu/,,,,,Higher Ed seed file,"{'Institution': 'Saint Joseph Seminary College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'LA', 'City': 'St. Benedict', 'County': 'St. Tammany Parish', 'ZIP': '70457', 'Locale': '41', 'Poverty Percent': '10.2', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Rev. Matthew Clark, O.S.B.', 'Leader Title': 'President- Rector', 'Phone': '(985) 867-2232', 'Website': 'https://www.sjasc.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Saint Mary-of-the-Woods College|IN,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Saint Mary-of-the-Woods College,Northeast,IN,,Saint Mary of the Woods,Vigo County,Saint Mary of the Woods / Vigo County,41,41,18.3,18.3%,Locale 41,(812) 535-5151,https://www.smwc.edu/,,,,,Higher Ed seed file,"{'Institution': 'Saint Mary-of-the-Woods College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'IN', 'City': 'Saint Mary of the Woods', 'County': 'Vigo County', 'ZIP': '47876-1099', 'Locale': '41', 'Poverty Percent': '18.3', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Mr. Brennan Randolph', 'Leader Title': 'President', 'Phone': '(812) 535-5151', 'Website': 'https://www.smwc.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|San Juan College|NM,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,San Juan College,West,NM,,Farmington,San Juan County,Farmington / San Juan County,41,41,18.2,18.2%,Locale 41,(505) 326-3311,https://www.sanjuancollege.edu/,,,,,Higher Ed seed file,"{'Institution': 'San Juan College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'NM', 'City': 'Farmington', 'County': 'San Juan County', 'ZIP': '87402-4699', 'Locale': '41', 'Poverty Percent': '18.2', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Dr. Toni H. Pendergrass', 'Leader Title': 'President', 'Phone': '(505) 326-3311', 'Website': 'https://www.sanjuancollege.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Sandhills Community College|NC,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Sandhills Community College,Southeast,NC,,Pinehurst,Moore County,Pinehurst / Moore County,41,41,10.9,10.9%,Locale 41,(910) 692-6185,https://www.sandhills.edu/,,,,,Higher Ed seed file,"{'Institution': 'Sandhills Community College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'NC', 'City': 'Pinehurst', 'County': 'Moore County', 'ZIP': '28374', 'Locale': '41', 'Poverty Percent': '10.9', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Alexander Stewart', 'Leader Title': 'President', 'Phone': '(910) 692-6185', 'Website': 'https://www.sandhills.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Santa Fe Community College|NM,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Santa Fe Community College,West,NM,,Santa Fe,Santa Fe County,Santa Fe / Santa Fe County,41,41,10.9,10.9%,Locale 41,(505) 428-1000,https://www.sfcc.edu/,,,,,Higher Ed seed file,"{'Institution': 'Santa Fe Community College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'NM', 'City': 'Santa Fe', 'County': 'Santa Fe County', 'ZIP': '87508-4887', 'Locale': '41', 'Poverty Percent': '10.9', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Becky Rowley', 'Leader Title': 'President', 'Phone': '(505) 428-1000', 'Website': 'https://www.sfcc.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Sauk Valley Community College|IL,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Sauk Valley Community College,Northeast,IL,,Dixon,Lee County,Dixon / Lee County,41,41,11.5,11.5%,Locale 41,(815) 288-5511,https://www.svcc.edu/,,,,,Higher Ed seed file,"{'Institution': 'Sauk Valley Community College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'IL', 'City': 'Dixon', 'County': 'Lee County', 'ZIP': '61021-9112', 'Locale': '41', 'Poverty Percent': '11.5', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Dr. David M. Hellmich', 'Leader Title': 'President', 'Phone': '(815) 288-5511', 'Website': 'https://www.svcc.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|School of Missionary Aviation Technology|MI,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,School of Missionary Aviation Technology,Northeast,MI,,Ionia,Ionia County,Ionia / Ionia County,41,41,10.5,10.5%,Locale 41,(616) 527-4160,https://www.smat.edu/,,,,,Higher Ed seed file,"{'Institution': 'School of Missionary Aviation Technology', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'MI', 'City': 'Ionia', 'County': 'Ionia County', 'ZIP': '48846', 'Locale': '41', 'Poverty Percent': '10.5', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Terrence J Yoder', 'Leader Title': 'President/CEO', 'Phone': '(616) 527-4160', 'Website': 'https://www.smat.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Schuyler Steuben Chemung Tioga Allegany BOCES|NY,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Schuyler Steuben Chemung Tioga Allegany BOCES,Northeast,NY,,Elmira,Chemung County,Elmira / Chemung County,41,41,14.2,14.2%,Locale 41,(607) 739-3581,https://www.gstboces.org/page/adult-education,,,,,Higher Ed seed file,"{'Institution': 'Schuyler Steuben Chemung Tioga Allegany BOCES', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'NY', 'City': 'Elmira', 'County': 'Chemung County', 'ZIP': '14903', 'Locale': '41', 'Poverty Percent': '14.2', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Tracy Loukopoulous', 'Leader Title': 'Director of Finance', 'Phone': '(607) 739-3581', 'Website': 'https://www.gstboces.org/page/adult-education', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Scottsdale Community College|AZ,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Scottsdale Community College,West,AZ,,Scottsdale,Maricopa County,Scottsdale / Maricopa County,41,41,10.4,10.4%,Locale 41,(480) 423-6000,https://www.scottsdalecc.edu/,,,,,Higher Ed seed file,"{'Institution': 'Scottsdale Community College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'AZ', 'City': 'Scottsdale', 'County': 'Maricopa County', 'ZIP': '85256', 'Locale': '41', 'Poverty Percent': '10.4', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Dr. Eric Leshinskie', 'Leader Title': 'President', 'Phone': '(480) 423-6000', 'Website': 'https://www.scottsdalecc.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Somerset County Technology Center|PA,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Somerset County Technology Center,Northeast,PA,,Somerset,Somerset County,Somerset / Somerset County,41,41,12.4,12.4%,Locale 41,81444336516133,https://sctc.net/,,,,,Higher Ed seed file,"{'Institution': 'Somerset County Technology Center', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'PA', 'City': 'Somerset', 'County': 'Somerset County', 'ZIP': '15501-4309', 'Locale': '41', 'Poverty Percent': '12.4', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Karen Remick', 'Leader Title': 'Administrative Director', 'Phone': '81444336516133', 'Website': 'https://sctc.net/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Southeast New Mexico College|NM,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Southeast New Mexico College,West,NM,,Carlsbad,Eddy County,Carlsbad / Eddy County,41,41,15.1,15.1%,Locale 41,(575) 234-9200,https://senmc.edu/,,,,,Higher Ed seed file,"{'Institution': 'Southeast New Mexico College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'NM', 'City': 'Carlsbad', 'County': 'Eddy County', 'ZIP': '88220', 'Locale': '41', 'Poverty Percent': '15.1', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Kevin Beardmore', 'Leader Title': 'President', 'Phone': '(575) 234-9200', 'Website': 'https://senmc.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Southern Oklahoma Technology Center|OK,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Southern Oklahoma Technology Center,West,OK,,Ardmore,Carter County,Ardmore / Carter County,41,41,16.8,16.8%,Locale 41,(580) 223-2070,https://www.sotech.edu/,,,,,Higher Ed seed file,"{'Institution': 'Southern Oklahoma Technology Center', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'OK', 'City': 'Ardmore', 'County': 'Carter County', 'ZIP': '73401', 'Locale': '41', 'Poverty Percent': '16.8', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Dr. Eric Ward', 'Leader Title': 'Superintendent', 'Phone': '(580) 223-2070', 'Website': 'https://www.sotech.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Southwest Technology Center|OK,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Southwest Technology Center,West,OK,,Altus,Jackson County,Altus / Jackson County,41,41,16.4,16.4%,Locale 41,(580) 477-2250,https://www.swtech.edu/,,,,,Higher Ed seed file,"{'Institution': 'Southwest Technology Center', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'OK', 'City': 'Altus', 'County': 'Jackson County', 'ZIP': '73521', 'Locale': '41', 'Poverty Percent': '16.4', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Mr. Dale Latham', 'Leader Title': 'Superintendent', 'Phone': '(580) 477-2250', 'Website': 'https://www.swtech.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Southwestern Michigan College|MI,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Southwestern Michigan College,Northeast,MI,,Dowagiac,Cass County,Dowagiac / Cass County,41,41,12.7,12.7%,Locale 41,(269) 782-1000,https://www.swmich.edu/,,,,,Higher Ed seed file,"{'Institution': 'Southwestern Michigan College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'MI', 'City': 'Dowagiac', 'County': 'Cass County', 'ZIP': '49047-9793', 'Locale': '41', 'Poverty Percent': '12.7', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Joseph Odenwald', 'Leader Title': 'President', 'Phone': '(269) 782-1000', 'Website': 'https://www.swmich.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Spoon River College|IL,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Spoon River College,Northeast,IL,,Canton,Fulton County,Canton / Fulton County,41,41,14.0,14.0%,Locale 41,(309) 647-4645,https://www.src.edu/,,,,,Higher Ed seed file,"{'Institution': 'Spoon River College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'IL', 'City': 'Canton', 'County': 'Fulton County', 'ZIP': '61520-8622', 'Locale': '41', 'Poverty Percent': '14.0', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Curt Oldfield', 'Leader Title': 'President', 'Phone': '(309) 647-4645', 'Website': 'https://www.src.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Spring Arbor University|MI,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Spring Arbor University,Northeast,MI,,Spring Arbor,Jackson County,Spring Arbor / Jackson County,41,41,11.3,11.3%,Locale 41,(517) 750-1200,https://www.arbor.edu/,,,,,Higher Ed seed file,"{'Institution': 'Spring Arbor University', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'MI', 'City': 'Spring Arbor', 'County': 'Jackson County', 'ZIP': '49283-9799', 'Locale': '41', 'Poverty Percent': '11.3', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Brent D. Ellis', 'Leader Title': 'President', 'Phone': '(517) 750-1200', 'Website': 'https://www.arbor.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|St. John's College|NM,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,St. John's College,West,NM,,Santa Fe,Santa Fe County,Santa Fe / Santa Fe County,41,41,10.9,10.9%,Locale 41,(505) 984-6000,https://www.sjc.edu/,,,,,Higher Ed seed file,"{'Institution': ""St. John's College"", 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'NM', 'City': 'Santa Fe', 'County': 'Santa Fe County', 'ZIP': '87505-4599', 'Locale': '41', 'Poverty Percent': '10.9', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Mark Roosevelt', 'Leader Title': 'President', 'Phone': '(505) 984-6000', 'Website': 'https://www.sjc.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Stockton University|NJ,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Stockton University,Northeast,NJ,,Galloway,Atlantic County,Galloway / Atlantic County,41,41,11.1,11.1%,Locale 41,(609) 652-1776,https://www.stockton.edu/,,,,,Higher Ed seed file,"{'Institution': 'Stockton University', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'NJ', 'City': 'Galloway', 'County': 'Atlantic County', 'ZIP': '08205-9441', 'Locale': '41', 'Poverty Percent': '11.1', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Joe Bertolino, Ed.D.', 'Leader Title': 'President', 'Phone': '(609) 652-1776', 'Website': 'https://www.stockton.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Sullivan County Community College|NY,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Sullivan County Community College,Northeast,NY,,Loch Sheldrake,Sullivan County,Loch Sheldrake / Sullivan County,41,41,18.7,18.7%,Locale 41,(845) 434-5750,https://www.sunysullivan.edu/,,,,,Higher Ed seed file,"{'Institution': 'Sullivan County Community College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'NY', 'City': 'Loch Sheldrake', 'County': 'Sullivan County', 'ZIP': '12759-5151', 'Locale': '41', 'Poverty Percent': '18.7', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Dr. David Potash', 'Leader Title': 'President', 'Phone': '(845) 434-5750', 'Website': 'https://www.sunysullivan.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Sweet Briar College|VA,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Sweet Briar College,Mid-Atlantic,VA,,Sweet Briar,Amherst County,Sweet Briar / Amherst County,41,41,12.5,12.5%,Locale 41,(434) 381-6100,https://www.sbc.edu/,,,,,Higher Ed seed file,"{'Institution': 'Sweet Briar College', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'VA', 'City': 'Sweet Briar', 'County': 'Amherst County', 'ZIP': '24595-9998', 'Locale': '41', 'Poverty Percent': '12.5', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Mary Pope Maybank Hutson', 'Leader Title': 'President', 'Phone': '(434) 381-6100', 'Website': 'https://www.sbc.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Technical College of the Rockies|CO,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Technical College of the Rockies,West,CO,,Delta,Delta County,Delta / Delta County,41,41,13.0,13.0%,Locale 41,(970) 874-7671,https://www.tcr.edu/,,,,,Higher Ed seed file,"{'Institution': 'Technical College of the Rockies', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'CO', 'City': 'Delta', 'County': 'Delta County', 'ZIP': '81416', 'Locale': '41', 'Poverty Percent': '13.0', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Randal Palmer', 'Leader Title': 'Center Manager', 'Phone': '(970) 874-7671', 'Website': 'https://www.tcr.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Tennessee College of Applied Technology-Dickson|TN,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Tennessee College of Applied Technology-Dickson,Mid-Atlantic,TN,,Dickson,Dickson County,Dickson / Dickson County,41,41,10.1,10.1%,Locale 41,(615) 441-6220,https://www.tcatdickson.edu/,,,,,Higher Ed seed file,"{'Institution': 'Tennessee College of Applied Technology-Dickson', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'TN', 'City': 'Dickson', 'County': 'Dickson County', 'ZIP': '37055', 'Locale': '41', 'Poverty Percent': '10.1', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Laura Travis', 'Leader Title': 'President', 'Phone': '(615) 441-6220', 'Website': 'https://www.tcatdickson.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Tennessee College of Applied Technology-Harriman|TN,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Tennessee College of Applied Technology-Harriman,Mid-Atlantic,TN,,Harriman,Roane County,Harriman / Roane County,41,41,12.1,12.1%,Locale 41,(865) 882-6703,https://www.tcatharriman.edu/,,,,,Higher Ed seed file,"{'Institution': 'Tennessee College of Applied Technology-Harriman', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'TN', 'City': 'Harriman', 'County': 'Roane County', 'ZIP': '37748-5849', 'Locale': '41', 'Poverty Percent': '12.1', 'SAIPE Points': '10', 'Basis': 'Locale 41', 'Leader': 'Christopher Ayers', 'Leader Title': 'President', 'Phone': '(865) 882-6703', 'Website': 'https://www.tcatharriman.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
