Title,ExternalKey,TierCode,TierLabel,Segment,RoleFit,OrganizationName,StateCode,StateName,City,County,LocaleCode,LocaleDisplay,SaipePercent,SaipeBand,Basis,ContactName,ContactTitle,Phone,Website,OutreachProgram,OutreachLink,Flags,AssignedRepText,OutreachStatus,LastContact,NextStep,Notes,SourceDataset,ActiveFlag
Pembroke Public Schools,2-school-district-me-pembroke-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Pembroke Public Schools,ME,Maine,Pembroke,Washington County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(207) 853-2567,http://www.pembrokeeagles.com,,,,,Not Started,,,,K12 Locale43,Yes
PENASCO,2-school-district-nm-penasco,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PENASCO,NM,New Mexico,Penasco,Taos County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(575) 587-2230,http://www.penascoisd.com,,,,,Not Started,,,,K12 Locale43,Yes
Pendroy Elem,2-school-district-mt-pendroy-elem,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Pendroy Elem,MT,Montana,Pendroy,Teton County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 469-2387,http://tetoncomt.org/superintendent-of-schools/p,,,,,Not Started,,,,K12 Locale43,Yes
Pentwater Public School District,2-school-district-mi-pentwater-public-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Pentwater Public School District,MI,Michigan,Pentwater,Oceana County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(231) 869-4100,http://www.pentwaterschools.net,,,,,Not Started,,,,K12 Locale43,Yes
PEQUOT LAKES PUBLIC SCHOOLS,2-school-district-mn-pequot-lakes-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PEQUOT LAKES PUBLIC SCHOOLS,MN,Minnesota,Pequot Lakes,Crow Wing County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(218) 568-4996,http://www.isd186.org/,,,,,Not Started,,,,K12 Locale43,Yes
PERHAM-DENT PUBLIC SCHOOL DISTRICT,2-school-district-mn-perham-dent-public-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PERHAM-DENT PUBLIC SCHOOL DISTRICT,MN,Minnesota,Perham,Otter Tail County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(218) 346-4501,http://perhamschools.org/,,,,,Not Started,,,,K12 Locale43,Yes
PERKINS COUNTY SCHOOLS,2-school-district-ne-perkins-county-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PERKINS COUNTY SCHOOLS,NE,Nebraska,Grant,Perkins County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(308) 352-4735,,,,,,Not Started,,,,K12 Locale43,Yes
PERRIN-WHITT CISD,2-school-district-tx-perrin-whitt-cisd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PERRIN-WHITT CISD,TX,Texas,Perrin,Jack County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(940) 798-3718,http://www.pwcisd.net,,,,,Not Started,,,,K12 Locale43,Yes
Perry Central Com Schools Corp,2-school-district-in-perry-central-com-schools-corp,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Perry Central Com Schools Corp,IN,Indiana,Leopold,Perry County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(812) 843-5576,http://www.pccs.k12.in.us,,,,,Not Started,,,,K12 Locale43,Yes
Perry County,2-school-district-tn-perry-county,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Perry County,TN,Tennessee,Linden,Perry County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(931) 589-2102,http://www.perrycountyschools.us,,,,,Not Started,,,,K12 Locale43,Yes
Perry County,1-school-district-al-perry-county,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,Perry County,AL,Alabama,Marion,Perry County,43,43-Rural: Remote,52.4,30%+,Locale 43 and SAIPE ≥ 30%,Christolyn Stephens,District Contact,(334) 683-6528,http://perrycountyal.org,,,,,Not Started,,,,K12 Locale43,Yes
Perry Public Schools,2-school-district-me-perry-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Perry Public Schools,ME,Maine,Pembroke,Washington County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(207) 853-2567,http://www.perryelementary.org,,,,,Not Started,,,,K12 Locale43,Yes
Pershing,2-school-district-nv-pershing,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Pershing,NV,Nevada,Lovelock,Pershing County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(775) 273-7819,http://www.pershing.k12.nv.us,,,,,Not Started,,,,K12 Locale43,Yes
Petersburg Borough School District,2-school-district-ak-petersburg-borough-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Petersburg Borough School District,AK,Alaska,Petersburg,Petersburg Borough,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(907) 526-7656,http://www.pcsd.us,,,,,Not Started,,,,K12 Locale43,Yes
Petroleum,2-school-district-mt-petroleum,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Petroleum,MT,Montana,Winnett,Petroleum County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 429-5551,http://www.petroleumcountymt.com,,,,,Not Started,,,,K12 Locale43,Yes
PETTUS ISD,2-school-district-tx-pettus-isd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PETTUS ISD,TX,Texas,Pettus,Bee County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(361) 375-2296,http://www.pettusisd.com,,,,,Not Started,,,,K12 Locale43,Yes
PEWITT CISD,2-school-district-tx-pewitt-cisd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PEWITT CISD,TX,Texas,Omaha,Morris County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(903) 884-2804,http://www.pewittcisd.net,,,,,Not Started,,,,K12 Locale43,Yes
PHELPS CO. R-III,2-school-district-mo-phelps-co-r-iii,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PHELPS CO. R-III,MO,Missouri,Edgar Springs,Phelps County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(573) 435-6293,http://PCR3.K12.MO.US,,,,,Not Started,,,,K12 Locale43,Yes
Phelps School District,2-school-district-wi-phelps-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Phelps School District,WI,Wisconsin,Phelps,Vilas County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(715) 545-2724,http://www.phelps.k12.wi.us,,,,,Not Started,,,,K12 Locale43,Yes
Philipsburg K-12 Schools,2-school-district-mt-philipsburg-k-12-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Philipsburg K-12 Schools,MT,Montana,Philipsburg,Granite County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 859-3232,http://www.philipsburgschools.org,,,,,Not Started,,,,K12 Locale43,Yes
Phillips,2-school-district-mt-phillips,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Phillips,MT,Montana,Malta,Phillips County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 654-2010,,,,,,Not Started,,,,K12 Locale43,Yes
Phillips School District,2-school-district-wi-phillips-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Phillips School District,WI,Wisconsin,Phillips,Price County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(715) 339-2419,http://www.phillips.k12.wi.us,,,,,Not Started,,,,K12 Locale43,Yes
Phillipsburg,2-school-district-ks-phillipsburg,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Phillipsburg,KS,Kansas,Phillipsburg,Phillips County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(785) 543-5281,http://www.usd325.com,,,,,Not Started,,,,K12 Locale43,Yes
Pickett County,2-school-district-tn-pickett-county,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Pickett County,TN,Tennessee,Byrdstown,Pickett County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(931) 864-3123,http://www.pickettk12.net,,,,,Not Started,,,,K12 Locale43,Yes
PIERCE PUBLIC SCHOOLS,2-school-district-ne-pierce-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PIERCE PUBLIC SCHOOLS,NE,Nebraska,Pierce,Pierce County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(402) 329-4677,,,,,,Not Started,,,,K12 Locale43,Yes
Piermont School District,2-school-district-nh-piermont-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Piermont School District,NH,New Hampshire,N. Haverhill,Grafton County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(603) 787-2113,http://www.sau23.org/,,,,,Not Started,,,,K12 Locale43,Yes
PIGGOTT SCHOOL DISTRICT,2-school-district-ar-piggott-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PIGGOTT SCHOOL DISTRICT,AR,Arkansas,Piggott,Clay County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(870) 598-2572,http://piggottschools.net,,,,,Not Started,,,,K12 Locale43,Yes
PIKE CO. R-III,2-school-district-mo-pike-co-r-iii,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PIKE CO. R-III,MO,Missouri,Clarksville,Pike County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(573) 242-3546,http://www.cloptonhawks.com,,,,,Not Started,,,,K12 Locale43,Yes
Pike County School Corp,2-school-district-in-pike-county-school-corp,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Pike County School Corp,IN,Indiana,Petersburg,Pike County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(812) 354-8731,http://www.pcsc.k12.in.us/,,,,,Not Started,,,,K12 Locale43,Yes
Pike Valley,2-school-district-ks-pike-valley,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Pike Valley,KS,Kansas,Scandia,Republic County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(785) 335-2206,http://www.pikevalley.com,,,,,Not Started,,,,K12 Locale43,Yes
Pikeland CUSD 10,2-school-district-il-pikeland-cusd-10,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Pikeland CUSD 10,IL,Illinois,Pittsfield,Pike County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(217) 285-2147,http://www.pikeland.org,,,,,Not Started,,,,K12 Locale43,Yes
PINE CITY PUBLIC SCHOOL DISTRICT,2-school-district-mn-pine-city-public-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PINE CITY PUBLIC SCHOOL DISTRICT,MN,Minnesota,Pine City,Pine County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(320) 629-4010,http://isd578.org,,,,,Not Started,,,,K12 Locale43,Yes
Pine Creek SD 5,2-school-district-or-pine-creek-sd-5,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Pine Creek SD 5,OR,Oregon,Drewsey,Harney County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(541) 573-4823,,,,,,Not Started,,,,K12 Locale43,Yes
Pine Eagle SD 61,2-school-district-or-pine-eagle-sd-61,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Pine Eagle SD 61,OR,Oregon,Halfway,Baker County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(541) 742-2550,http://www.pineeaglesd.org,,,,,Not Started,,,,K12 Locale43,Yes
Pine Grove Elem,1-school-district-mt-pine-grove-elem,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,Pine Grove Elem,MT,Montana,Brusett,Garfield County,43,43-Rural: Remote,60.0,30%+,Locale 43 and SAIPE ≥ 30%,Jodi Pierson,District Contact,(406) 557-2471,,,,,,Not Started,,,,K12 Locale43,Yes
Pine Point Public School District,2-school-district-mn-pine-point-public-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Pine Point Public School District,MN,Minnesota,Ponsford,Becker County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(218) 573-4102,http://www.pinepoint.k12.mn.us/,,,,,Not Started,,,,K12 Locale43,Yes
Pine River Area Schools,2-school-district-mi-pine-river-area-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Pine River Area Schools,MI,Michigan,Leroy,Osceola County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(231) 829-3841,http://www.pineriver.org,,,,,Not Started,,,,K12 Locale43,Yes
PINE RIVER-BACKUS SCHOOL DISTRICT,2-school-district-mn-pine-river-backus-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PINE RIVER-BACKUS SCHOOL DISTRICT,MN,Minnesota,Pine River,Cass County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(218) 587-4720,http://prbschools.org/,,,,,Not Started,,,,K12 Locale43,Yes
Pine Strawberry Elementary District (4214),1-school-district-az-pine-strawberry-elementary-district-4214,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,Pine Strawberry Elementary District (4214),AZ,Arizona,Pine,Gila County,43,43-Rural: Remote,36.5,30%+,Locale 43 and SAIPE ≥ 30%,Aimee Manjarres,District Contact,(928) 476-3283,http://www.pineesd.org,,,,,Not Started,,,,K12 Locale43,Yes
Pine to Prairie Cooperative Center,2-school-district-mn-pine-to-prairie-cooperative-center,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Pine to Prairie Cooperative Center,MN,Minnesota,Red Lake Falls,Red Lake County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(218) 253-4393,,,,,,Not Started,,,,K12 Locale43,Yes
Pinon Unified District (4390),1-school-district-az-pinon-unified-district-4390,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,Pinon Unified District (4390),AZ,Arizona,Pinon,Navajo County,43,43-Rural: Remote,38.3,30%+,Locale 43 and SAIPE ≥ 30%,Camilla Hosteen,District Contact,(928) 725-3450,http://www.pusdatsa.org,,,,,Not Started,,,,K12 Locale43,Yes
Pipestone Area School District,2-school-district-mn-pipestone-area-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Pipestone Area School District,MN,Minnesota,Pipestone,Pipestone County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(507) 562-6068,http://www.pas.k12.mn.us/,,,,,Not Started,,,,K12 Locale43,Yes
PISECO COMMON SCHOOL DISTRICT,2-school-district-ny-piseco-common-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PISECO COMMON SCHOOL DISTRICT,NY,New York,Piseco,Hamilton County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(518) 548-7555,http://www.pisecoschool.com,,,,,Not Started,,,,K12 Locale43,Yes
PITTSBURG,2-school-district-ok-pittsburg,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PITTSBURG,OK,Oklahoma,Pittsburg,Pittsburg County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(918) 432-5062,http://www.pittsburg.k12.ok.us,,,,,Not Started,,,,K12 Locale43,Yes
Pittsburg School District,2-school-district-nh-pittsburg-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Pittsburg School District,NH,New Hampshire,Colebrook,Coos County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(603) 237-5571,,,,,,Not Started,,,,K12 Locale43,Yes
Pittsfield School District,2-school-district-vt-pittsfield-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Pittsfield School District,VT,Vermont,Bethel,Windsor County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(802) 234-5364,,,,,,Not Started,,,,K12 Locale43,Yes
Pittsville School District,2-school-district-wi-pittsville-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Pittsville School District,WI,Wisconsin,Pittsville,Wood County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(715) 884-6694,http://www.pittsville.k12.wi.us,,,,,Not Started,,,,K12 Locale43,Yes
Piute District,2-school-district-ut-piute-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Piute District,UT,Utah,Junction,Piute County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(855) 577-2912,http://www.piutek12.org,,,,,Not Started,,,,K12 Locale43,Yes
PLAINS ISD,2-school-district-tx-plains-isd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PLAINS ISD,TX,Texas,Plains,Yoakum County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(806) 456-7401,http://www.plainsisd.net,,,,,Not Started,,,,K12 Locale43,Yes
Plains K-12,2-school-district-mt-plains-k-12,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Plains K-12,MT,Montana,Plains,Sanders County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 826-3666,http://plainsschools.net,,,,,Not Started,,,,K12 Locale43,Yes
PLAINVIEW PUBLIC SCHOOLS,2-school-district-ne-plainview-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PLAINVIEW PUBLIC SCHOOLS,NE,Nebraska,Plainview,Pierce County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(402) 582-4993,,,,,,Not Started,,,,K12 Locale43,Yes
Plainville,2-school-district-ks-plainville,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Plainville,KS,Kansas,Plainville,Rooks County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(785) 434-4678,http://www.plainville270.net,,,,,Not Started,,,,K12 Locale43,Yes
Plankinton School District 01-1,2-school-district-sd-plankinton-school-district-01-1,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Plankinton School District 01-1,SD,South Dakota,Plankinton,Aurora County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(605) 942-7453,http://www.plankinton.k12.sd.us,,,,,Not Started,,,,K12 Locale43,Yes
PLATO R-V,2-school-district-mo-plato-r-v,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,PLATO R-V,MO,Missouri,Plato,Texas County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(417) 458-3333,http://www.plato.k12.mo.us,,,,,Not Started,,,,K12 Locale43,Yes
Platte - Geddes School District 11-5,2-school-district-sd-platte-geddes-school-district-11-5,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Platte - Geddes School District 11-5,SD,South Dakota,Platte,Charles Mix County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(605) 337-3391,http://www.platte-geddes.k12.sd.us,,,,,Not Started,,,,K12 Locale43,Yes
